STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,2573,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,1.22,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,1.25,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,2652,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,2643,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SVN,Slovenia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,1.24,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,15.61,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,1016240,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,1038731,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,15.83,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,1123902,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,16.96,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,17.45,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,1162698,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,1202834,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,18.02,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,18.57,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,1243860,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,1206544.2,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,17.84,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,3058,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,6.88,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,6.76,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,3074,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,3077,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,6.59,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,7.19,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,3478,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,3543,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,7.03,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,8.17,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,4213,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,5270,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,10.17,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,9.95,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,5286,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,5908,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,10.69,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,11.3,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,MLT,Malta,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,6426,,,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,1.25,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,10784,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,10603,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,1.21,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,1.21,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,10641,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,10379,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,1.17,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,5988,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,0.56,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,0.54,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,5827,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,5775,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,0.54,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,0.57,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,6044,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,5897,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,0.56,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,0.6,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,6369,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,6551,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,0.62,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,0.64,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,6712,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,6450,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,0.62,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,0.62,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GRC,Greece,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,6416,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,2.82,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,27644,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,27247,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,2.79,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,2.77,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,26982,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,27569,,,,D,Definition differs,,,,,,,,,,
